"label","redshift","ebv","filename"
"SDSS J020201.22+010712.2",0.3628,0.029429229,"data/spec-0671-52206-0604.fits"
"SDSS J030336.15-005634.0",0.4698,0.06300924,"data/spec-0672-52172-0244.fits"
"SDSS J222231.14-010054.0",0.5303,0.054843526,"data/spec-0673-52162-0297.fits"
"SDSS J222237.28-000734.9",0.5722,0.10658625,"data/spec-0675-52590-0030.fits"
"SDSS J222227.05+004347.4",0.4379,0.069547035,"data/spec-0675-52590-0343.fits"
"SDSS J222245.94+010517.3",0.5293,0.08757335,"data/spec-0675-52590-0563.fits"
"SDSS J222212.17-010508.1",0.6479,0.060191564,"data/spec-0676-52178-0010.fits"
"SDSS J222250.42-005157.2",0.5967,0.09175883,"data/spec-0676-52178-0245.fits"
"SDSS J222232.09+010835.9",0.2335,0.062387265,"data/spec-0677-52606-0372.fits"
"SDSS J232312.92-005912.6",0.2503,0.050879687,"data/spec-0678-52884-0202.fits"
"SDSS J232316.98+010853.7",0.1825,0.055266332,"data/spec-0678-52884-0369.fits"
"SDSS J232306.90-002519.0",0.4969,0.037398834,"data/spec-0679-52177-0149.fits"
"SDSS J232339.38-005005.4",0.4792,0.042829152,"data/spec-0679-52177-0254.fits"
"SDSS J232358.38-005000.0",0.4385,0.033453267,"data/spec-0682-52525-0216.fits"
"SDSS J232327.12-004517.5",0.5633,0.037743937,"data/spec-0683-52524-0140.fits"
"SDSS J232331.19-002226.5",0.6277,0.037180535,"data/spec-0685-52203-0202.fits"
"SDSS J000059.09+004018.1",0.6007,0.024583923,"data/spec-0686-52519-0350.fits"
"SDSS J000022.59-001517.4",0.5493,0.025377346,"data/spec-0687-52518-0022.fits"
"SDSS J000027.78-004218.7",0.4178,0.019035406,"data/spec-0688-52203-0021.fits"
"SDSS J000052.86-001433.5",0.3103,0.021713715,"data/spec-0688-52203-0034.fits"
"SDSS J000012.87+003606.8",0.5021,0.018893193,"data/spec-0691-52199-0433.fits"
"SDSS J000009.81-003900.5",0.7276,0.045465693,"data/spec-0692-52201-0306.fits"
"SDSS J000021.72+003235.8",0.484,0.024631506,"data/spec-0692-52201-0548.fits"
"SDSS J010129.60+000036.7",0.3891,0.028087568,"data/spec-0695-52202-0227.fits"
"SDSS J010132.21-005501.9",0.601,0.03409347,"data/spec-0696-52209-0243.fits"
"SDSS J010141.47+004435.9",0.399,0.033741117,"data/spec-0696-52209-0498.fits"
"SDSS J010142.14-000618.8",0.1969,0.032352947,"data/spec-0698-52203-0158.fits"
"SDSS J010116.34+001413.5",0.5559,0.027424222,"data/spec-0698-52203-0400.fits"
"SDSS J010101.30-003220.2",0.599,0.033378758,"data/spec-0699-52202-0235.fits"
"SDSS J010112.79+005112.4",0.6229,0.027319467,"data/spec-0699-52202-0460.fits"
"SDSS J010113.92-005306.4",0.545,0.025925871,"data/spec-0700-52199-0004.fits"
"SDSS J010116.92-005304.7",0.4223,0.028270995,"data/spec-0700-52199-0018.fits"
"SDSS J010132.52-004803.6",0.5669,0.0326969,"data/spec-0700-52199-0289.fits"
"SDSS J020234.42-004610.2",0.3722,0.036237728,"data/spec-0703-52209-0060.fits"
"SDSS J020257.82-011324.3",0.3755,0.03221972,"data/spec-0703-52209-0091.fits"
"SDSS J020257.99-005953.9",0.7007,0.061358176,"data/spec-0708-52175-0043.fits"
"SDSS J020219.01-000722.5",0.5791,0.051457763,"data/spec-0708-52175-0314.fits"
"SDSS J020251.13+005309.0",0.186,0.08843586,"data/spec-0708-52175-0540.fits"
"SDSS J030309.78+005225.7",0.4652,0.10220666,"data/spec-0710-52203-0407.fits"
"SDSS J030347.26-010504.0",0.6994,0.05874161,"data/spec-0711-52202-0048.fits"
"SDSS J030350.53-005850.5",0.6261,0.056636162,"data/spec-0711-52202-0058.fits"
"SDSS J030349.10-010502.2",0.5578,0.07588775,"data/spec-0711-52202-0246.fits"
"SDSS J030300.47-000419.1",0.2083,0.10865213,"data/spec-0713-52178-0237.fits"
"SDSS J030335.46+003724.8",0.4067,0.12214423,"data/spec-0713-52178-0548.fits"
"SDSS J030352.47+005252.4",0.5649,0.124358535,"data/spec-0714-52201-0539.fits"
"SDSS J222217.92-094407.8",0.1805,0.045338083,"data/spec-0718-52206-0038.fits"
"SDSS J222204.03-084842.3",0.2344,0.0441039,"data/spec-0720-52206-0116.fits"
"SDSS J222209.48-083505.1",0.6169,0.03986645,"data/spec-0722-52224-0631.fits"
"SDSS J222210.12-081234.4",0.1493,0.040237613,"data/spec-0724-52254-0405.fits"
"SDSS J232307.93-082020.0",0.1811,0.041863516,"data/spec-0725-52258-0332.fits"
"SDSS J212140.85+100929.2",0.1261,0.047550127,"data/spec-0731-52460-0206.fits"
"SDSS J212125.74+113129.4",0.1092,0.07989527,"data/spec-0733-52207-0065.fits"
"SDSS J222246.93+133941.0",0.2176,0.07874608,"data/spec-0737-52518-0431.fits"
"SDSS J232331.63+151247.2",0.2266,0.14994664,"data/spec-0743-52262-0333.fits"
"SDSS J232320.86+152916.2",0.2185,0.06512795,"data/spec-0746-52238-0611.fits"
"SDSS J000026.94+155329.6",0.0999,0.06652539,"data/spec-0752-52251-0380.fits"
"SDSS J000051.90+144721.8",0.2028,0.055610497,"data/spec-0753-52233-0037.fits"
"SDSS J070751.57+320052.1",0.28,0.069641076,"data/spec-0755-52235-0579.fits"
"SDSS J080831.00+360718.0",0.6562,0.050580423,"data/spec-0757-52238-0602.fits"
"SDSS J080834.13+372801.2",0.2384,0.048780244,"data/spec-0758-52253-0259.fits"
"SDSS J080846.30+384527.4",0.2529,0.03869263,"data/spec-0759-52254-0130.fits"
"SDSS J080834.86+385609.9",0.1526,0.049724992,"data/spec-0759-52254-0163.fits"
"SDSS J080853.11+401859.9",0.5512,0.05001285,"data/spec-0759-52254-0434.fits"
"SDSS J080807.98+451350.7",0.4384,0.029475424,"data/spec-0762-52232-0533.fits"
"SDSS J080835.83+441356.6",0.1437,0.02480729,"data/spec-0762-52232-0558.fits"
"SDSS J080852.75+445025.9",0.2068,0.026707927,"data/spec-0762-52232-0577.fits"
"SDSS J080839.39+444654.5",0.2635,0.025007952,"data/spec-0762-52232-0579.fits"
"SDSS J080849.76+462627.0",0.5549,0.025933255,"data/spec-0763-52235-0584.fits"
